nid,name,address,state
1203794,Cadorna House,RIVERSIDE TAS 7250,TAS
1211194,Churches of Christ Bribie Aged Care Service,BONGAREE QLD 4507,QLD
1232711,Estia Health Salisbury East,SALISBURY EAST SA 5109,SA
1237171,Kanandah Hostel,MUDGEE NSW 2850,NSW
1234052,ACH Group Residential Care - Milpara,ROSTREVOR SA 5073,SA
1214219,IRT Crown Gardens,BATEMANS BAY NSW 2536,NSW
1824404,Bayview Treetops Care Community,BAYVIEW NSW 2104,NSW
1205191,St Vincent's Care Services Arundel,ARUNDEL QLD 4214,QLD
1208015,Sheridan Aged Care,KYABRAM VIC 3620,VIC
1204379,BaptistCare George Forbes House,QUEANBEYAN NSW 2620,NSW
1235627,Eldercare Evanston Park,EVANSTON PARK SA 5116,SA
1212695,Calvary Tanilba Shores Retirement Community,TANILBA BAY NSW 2319,NSW
1208968,Craigcare Mornington,MOUNT MARTHA VIC 3934,VIC
1196129,Murwillumbah Greens Care Community,MURWILLUMBAH NSW 2484,NSW
2211424,Dovetree,SINNAMON PARK QLD 4073,QLD
1210872,Hixson Gardens Aged Care Facility,BANKSTOWN NSW 2200,NSW
1211512,Southern Cross Care Stretton Gardens,DREWVALE QLD 4116,QLD
1211171,Dunolly Nursing Home,DUNOLLY VIC 3472,VIC
1210708,Jack Lonsdale Lodge,SEBASTOPOL VIC 3356,VIC
1195797,Amana Living Parry Care Centre,LESMURDIE WA 6076,WA
1202027,Parklands Residential Aged Care Facility,THURINGOWA CENTRAL QLD 4817,QLD
1210403,Fairway Rise,LINDISFARNE TAS 7015,TAS
1961334,Bolton Clarke Greenwood,NORMANHURST NSW 2076,NSW
1236529,Bupa Caulfield,CAULFIELD SOUTH VIC 3162,VIC
1209769,Guildford Nursing Home,GUILDFORD NSW 2161,NSW
1212067,Blue Care Arundel Woodlands Lodge Aged Care Facili,ARUNDEL QLD 4214,QLD
1952933,Uniting Crookwell,CROOKWELL NSW 2583,NSW
1922133,Villa Maria Catholic Homes Ashwood Aged Care Resid,ASHWOOD VIC 3147,VIC
2011763,Chirnside Views,CHIRNSIDE PARK VIC 3116,VIC
1212805,Southern Cross Care John Woodward Residential Aged,MERRYLANDS NSW 2160,NSW
1192429,Blue Care Emerald Avalon Aged Care Facility,EMERALD QLD 4720,QLD
1207468,Fairlea Aged Care @ Penshurst,PENSHURST NSW 2222,NSW
2053865,Healthia,ELIZABETH SOUTH SA 5112,SA
1235937,Noble Manor Residential Aged Care,NOBLE PARK VIC 3174,VIC
1438982,Village Coorparoo Aged Care,COORPAROO QLD 4151,QLD
1234513,Catholic Healthcare St Mary's Retirement Village,BERKELEY NSW 2506,NSW
1212592,Emmy Monash Aged Care,CAULFIELD NORTH VIC 3161,VIC
1233998,Woolgoolga Aged Care Centre,WOOLGOOLGA NSW 2456,NSW
2076771,Acacia Living Group Meadow Springs Aged Care Facil,MEADOW SPRINGS WA 6210,WA
1233481,Glenarm Nursing Home,KERANG VIC 3579,VIC
1211948,Bethany Aged Care Plus Centre,PORT MACQUARIE NSW 2444,NSW
1205335,Villaggio Sant Antonio Hostel,PAGE ACT 2614,ACT
1212686,Uniting Mirinjani Weston ACT low care,WESTON ACT 2611,ACT
1197029,Regis Rosebud,CAPEL SOUND VIC 3940,VIC
1203506,Taralga Retirement Village Hostel,JANDOWAE QLD 4410,QLD
1206554,Waroona Multipurpose Centre,CHARLEVILLE QLD 4470,QLD
1235666,RFBI Tamworth Masonic Village,TAMWORTH NSW 2340,NSW
1208684,BallyCara Aged Care,SCARBOROUGH QLD 4020,QLD
1209943,Napier Street Aged Care Services,SOUTH MELBOURNE VIC 3205,VIC
1198355,Bupa Dural,DURAL NSW 2158,NSW
1192780,Mater Christi Aged Care Facility,TOORMINA NSW 2452,NSW
1197819,Kellerberrin MPS,KELLERBERRIN WA 6410,WA
1219338,Quairading MPS,QUARAIDING WA 6383,WA
1199744,Klemzig Residential Care Services,KLEMZIG SA 5087,SA
1215352,Ozcare - Hervey Bay,HERVEY BAY QLD 4655,QLD
1194892,Corumbene Hostel,NEW NORFOLK TAS 7140,TAS
1210112,Estia Health Coolaroo,COOLAROO VIC 3048,VIC
1207780,Feros Village Wommin Bay,KINGSCLIFF NSW 2487,NSW
1196605,Wintringham Ron Conn Nursing Home,AVONDALE HEIGHTS VIC 3034,VIC
1210589,Catholic Healthcare Holy Spirit Aged Care,REVESBY NSW 2212,NSW
1194879,Warrina Park Residential Aged Care Service,PARADISE SA 5075,SA
1207858,Ruby Manor,CARRAMAR NSW 2163,NSW
1203242,Edgarley Home,CASTERTON VIC 3311,VIC
1234011,Bolton Clarke Darlington,BANORA POINT NSW 2486,NSW
1208879,Estia Health Lockleys,LOCKLEYS SA 5032,SA
1212660,Deloraine Private Nursing Home,GREENSBOROUGH VIC 3088,VIC
1372395,Kara House,CLARE SA 5453,SA
1214389,Villa Maria Catholic Homes Berwick Aged Care Resid,BERWICK VIC 3806,VIC
1193358,The Whiddon Group - Maclean,MACLEAN NSW 2463,NSW
1209835,Juniper Bethavon,NORTHAM WA 6401,WA
1210654,Morlancourt,ANGLE PARK SA 5010,SA
1208378,Grange Residential Care Services,HAMILTON VIC 3300,VIC
1211313,RFBI Berry Masonic Village,BERRY NSW 2535,NSW
1202100,Bilyara Hostel,COWRA NSW 2794,NSW
1233918,Salisbury Nursing Home,SALISBURY SOUTH SA 5106,SA
1197280,Regis Bunbury,CAREY PARK WA 6230,WA
1235887,Bupa Clayton,CLAYTON VIC 3168,VIC
1961290,Bolton Clarke Bass Hill,BASS HILL NSW 2197,NSW
1203371,St Ritas Nursing Home,NORTH PERTH WA 6006,WA
1235606,Redcliffe Aged Care Service,CLONTARF QLD 4019,QLD
1201989,Uniting Mingaletta Port Macquarie,PORT MACQUARIE NSW 2444,NSW
1987812,Calvary Huntly Suites,CAULFIELD SOUTH VIC 3162,VIC
1209397,Sunnyside House,CAMPERDOWN VIC 3260,VIC
1194951,Calvary Capel Sands,CAPEL SOUND VIC 3940,VIC
1219508,Murchison MPS,MEEKATHARRA WA 6642,WA
1194633,Merindah Lodge Aged Care Facility,CAMPERDOWN VIC 3260,VIC
1233775,Hakea Grove Aged Care,HAMLYN TERRACE NSW 2259,NSW
1215252,Abbey House Aged Care,MITTAGONG NSW 2575,NSW
1207809,Boandik St Mary's,MOUNT GAMBIER SA 5290,SA
1377915,Uniting AgeWell Strath-Haven,BENDIGO VIC 3550,VIC
1207629,Ridgehaven Retirement Complex,MONTO QLD 4630,QLD
1208154,Estia Health Kadina,KADINA SA 5554,SA
2263750,Grandton Roshana Care,APPLECROSS WA 6153,WA
1209955,Aurrum Erina,ERINA NSW 2250,NSW
1210429,Carinya House,GLENHAVEN NSW 2156,NSW
1205256,St Mary's Coolum Beach,COOLUM BEACH QLD 4573,QLD
1209470,Crowley Retirement Village,BALLINA NSW 2478,NSW
1209554,Beecroft House Aged Care,BEECROFT NSW 2119,NSW
1235367,Helping Hand Aged Care - Doreen Bond House,NORTH ADELAIDE SA 5006,SA
1225900,Bill Newton VC Gardens,DUBBO NSW 2830,NSW
1236573,Bupa Tugun,TUGUN QLD 4224,QLD
1195271,BaptistCare The Gracewood Centre,KELLYVILLE NSW 2155,NSW
1194450,Anglicare SQ Edwin Marsden Tooth Memorial Home for,MANLY QLD 4179,QLD
1238080,Uniting Wesley Heights Manly,MANLY NSW 2095,NSW
1491070,Morayfield Grove Care Community,MORAYFIELD QLD 4506,QLD
1211418,Southern Cross Care Holland Park - Duhig Village,HOLLAND PARK QLD 4121,QLD
1208938,Weary Dunlop Retirement Village,WHEELERS HILL VIC 3150,VIC
1220298,Regis Redlynch,REDLYNCH QLD 4870,QLD
1203192,CCSSCI - On Luck Chinese Nursing Home,DONVALE VIC 3111,VIC
1220473,Uniting Wontama Orange,ORANGE NSW 2800,NSW
1194960,Orana Gardens,DUBBO NSW 2830,NSW
1202020,Mercy Place Cairns (Bethlehem),WESTCOURT QLD 4870,QLD
1221760,St Vincent's Care Services Edgecliff,EDGECLIFF NSW 2027,NSW
1193565,Seaforth Gardens Senior Citizens' Residence,GOSNELLS WA 6110,WA
1220641,Kalyra Woodcroft Aged Care,MORPHETT VALE SA 5162,SA
1192523,Bathurst Riverview Care Community,BATHURST NSW 2795,NSW
1212829,Southern Cross Care Mawsons Court Residential Aged,CAVES BEACH NSW 2281,NSW
1209871,IRT Sarah Claydon,MILTON NSW 2538,NSW
1193975,Leslie Place Aged Persons Hostel,KILLARNEY QLD 4373,QLD
1235992,Bupa Ashfield,ASHFIELD NSW 2131,NSW
1235232,SummitCare St Marys,ST MARYS NSW 2760,NSW
1196115,Calvary Sandhill,SOUTH LAUNCESTON TAS 7249,TAS
2063877,Baptistcare Moonya,MANJIMUP WA 6258,WA
1193883,Prospect Residences,PROSPECT SA 5082,SA
2021176,TriCare Williams Landing Aged Care Residence,WILLIAMS LANDING VIC 3027,VIC
1455980,St Vincent's Care Services Heathcote,HEATHCOTE NSW 2233,NSW
1196171,Bupa Kempsey,WEST KEMPSEY NSW 2440,NSW
1952935,Uniting Taralga,TARALGA NSW 2580,NSW
1195839,Koh-I-Noor Contemporary Care,WEMBLEY WA 6014,WA
1239104,St John's,WANGARATTA VIC 3677,VIC
1646743,HammondCare - Darlinghurst,DARLINGHURST NSW 2010,NSW
1230305,Martyn Claver Aged Care,LEURA NSW 2780,NSW
1208501,IRT Greenwell Gardens,NOWRA NSW 2541,NSW
1209822,Griffiths Point Lodge Hostel,SAN REMO VIC 3925,VIC
1897799,Lutheran Homes Group Fullarton,FULLARTON SA 5063,SA
1868323,Tongala Memorial,TONGALA VIC 3621,VIC
1236537,Regis Cranbourne,JUNCTION VILLAGE VIC 3977,VIC
1961339,Bolton Clarke Walkerville,WALKERVILLE SA 5081,SA
1228545,SummitCare Baulkham Hills,BAULKHAM HILLS NSW 2153,NSW
1737801,Hillston Multi-Purpose Service,HILLSTON NSW 2675,NSW
1195678,Regis Bulimba,BULIMBA QLD 4171,QLD
1209010,Finncare Aged Care,THORNLANDS QLD 4164,QLD
1216178,Warrigal Care Shell Cove,SHELL COVE NSW 2529,NSW
1718596,Arcare Noosa,NOOSAVILLE QLD 4566,QLD
1738632,Emmaville Multi-Purpose Service,EMMAVILLE NSW 2371,NSW
1439790,McLean Care CWA House,OAKEY QLD 4401,QLD
1371179,Mallee - Lameroo MPS,LAMEROO SA 5302,SA
2011765,Walara Gilbert Valley,RIVERTON SA 5412,SA
1231089,Goomalling MPS,GOOMALLING WA 6460,WA
1204719,Racecourse Grange Residential Care,MORNINGTON VIC 3931,VIC
1867441,Edgewater Mercy Hostel,EDGEWATER WA 6027,WA
1455978,Mt St Vincent,ULVERSTONE TAS 7315,TAS
1201923,Baptcare The Orchards Community,DONCASTER EAST VIC 3109,VIC
1216987,Shoalhaven Place Care Community,BOMADERRY NSW 2541,NSW
1235099,Morrie Evans Wing Nursing Home,BENALLA VIC 3672,VIC
1234347,IBIS Care Miranda,MIRANDA NSW 2228,NSW
1628088,Avonlea,NHILL VIC 3418,VIC
1195859,Karingal Nursing Home,DALBY QLD 4405,QLD
1234541,Heritage Epping,EPPING VIC 3076,VIC
1209921,Rosebank Hostel,YEA VIC 3717,VIC
1206732,Forest View Residential Care Facility,WONDAI QLD 4606,QLD
1193344,HammondCare - Erina,ERINA NSW 2250,NSW
1209744,Estia Health Kensington Gardens,KENSINGTON GARDENS SA 5068,SA
1197993,Latvian Aged Care Facility,WANTIRNA SOUTH VIC 3152,VIC
1223721,Regis Aspley,ASPLEY QLD 4034,QLD
1237663,Mercy Place Templestowe,TEMPLESTOWE LOWER VIC 3107,VIC
1203937,Carine Parkside Care Community,CARINE WA 6020,WA
1210649,Rathgar Lodge,ULMARRA NSW 2462,NSW
2172894,Concord Community Hostel,RHODES NSW 2138,NSW
1231168,Baptcare Coasthaven Community,NORLANE VIC 3214,VIC
2163149,Oakleigh Manor Care Community,OAKLEIGH SOUTH VIC 3167,VIC
2282181,Bayview Haven,PORTLAND VIC 3305,VIC
1209727,John Goodlet Manor,THIRLMERE NSW 2572,NSW
1221537,Blue Care Bundaberg Riverlea Aged Care Facility,MILLBANK QLD 4670,QLD
1234450,Calvary Mt Carmel Retirement Community,MAITLAND NSW 2320,NSW
1195192,Villa Maria Catholic Homes St Bernadette's Aged Ca,SUNSHINE NORTH VIC 3020,VIC
1233662,Cooinda Lodge Nursing Home,WARRAGUL VIC 3820,VIC
1208986,Baptcare Wyndham Lodge Community,WERRIBEE VIC 3030,VIC
1961311,Bolton Clarke Avonlea,MENTONE VIC 3194,VIC
1209227,Olive Grove Aged Care,SALISBURY SA 5108,SA
1207244,St Anna's Residential Care Facility,BROMPTON SA 5007,SA
1961285,Bolton Clarke Riddell Gardens,SUNBURY VIC 3429,VIC
1209380,Doutta Galla Lynch's Bridge Aged Care Facility,KENSINGTON VIC 3031,VIC
1233784,Mercy Place East Melbourne,EAST MELBOURNE VIC 3002,VIC
1203963,Maroba Nursing Home,WARATAH NSW 2298,NSW
1199037,Mount Morgan Multi-purpose Health Service,MOUNT MORGAN QLD 4714,QLD
2303669,WARRAGUL COMMUNITY AGED CARE,WARRAGUL VIC 3820,VIC
1217057,Chiswick Manor Care Community,CHISWICK NSW 2046,NSW
1195896,Aurrum Healesville,HEALESVILLE VIC 3777,VIC
1985349,Eldercare Hope Valley,HOPE VALLEY SA 5090,SA
1372391,Jamestown Hospital and Health Service,JAMESTOWN SA 5491,SA
1210356,Aloaka Care Centre,KILCOY QLD 4515,QLD
1224833,Calvary St Judes,NARRE WARREN NORTH VIC 3804,VIC
1202377,Calvary Lower Plenty Garden Views,LOWER PLENTY VIC 3093,VIC
1706866,Warrigal Care Stirling,STIRLING ACT 2611,ACT
2211427,Sinnamon Village - Nash Court,SINNAMON PARK QLD 4073,QLD
1615854,St Hedwig Village,BLACKTOWN NSW 2148,NSW
1219492,Estia Health Figtree,FIGTREE NSW 2525,NSW
1457941,Highton Gardens Care Community,HIGHTON VIC 3216,VIC
1234735,Chow Cho-Poon Nursing Home,EARLWOOD NSW 2206,NSW
1205379,Aurrum Wyoming,WYOMING NSW 2250,NSW
2141628,Gawler Hillside Care Community,GAWLER EAST SA 5118,SA
2057253,Wahroonga Tallwoods Care Community,WAHROONGA NSW 2076,NSW
1230458,Calvary Kingswood,KINGSWOOD SA 5062,SA
1208073,Benetas Dalkeith Gardens,TRARALGON VIC 3844,VIC
1221135,Corryong MPS,CORRYONG VIC 3707,VIC
1212889,Gordon Lodge,BULL CREEK WA 6149,WA
1208439,Elderly Chinese Home,PARKVILLE VIC 3052,VIC
1210186,Aegis Melville,MELVILLE WA 6156,WA
1208674,Prague House,KEW VIC 3101,VIC
1192795,Lakeview Nursing Home,TALLANGATTA VIC 3700,VIC
1193862,Dorothy Impey Home,PASCOE VALE SOUTH VIC 3044,VIC
1204472,Polish Retirement Home,BAYSWATER VIC 3153,VIC
1204042,Amana Living Thomas Scott Hostel,CAMILLO WA 6111,WA
1208673,McDougall Park Nursing Home,COMO WA 6152,WA
1207467,Tweed Valley Care Community,TWEED HEADS WEST NSW 2485,NSW
1204657,Southern Cross Care Nagle Residential Aged Care,SUTHERLAND NSW 2232,NSW
1199455,Blue Care Tallebudgera Talleyhaven Aged Care Facil,TALLEBUDGERA QLD 4228,QLD
1194372,Warrigal Care Goulburn,GOULBURN NSW 2580,NSW
1202026,Dr E A F McDonald Nursing Home,OAKEY QLD 4401,QLD
1236460,Arcare North Lakes,NORTH LAKES QLD 4509,QLD
1236109,TriCare Upper Mt Gravatt Aged Care Residence,MOUNT GRAVATT QLD 4122,QLD
1212719,Scalabrini Village Nursing Home (Bexley),BEXLEY NSW 2207,NSW
2119130,Costa House,LARA VIC 3212,VIC
2146275,Samarinda Lodge,ASHBURTON VIC 3147,VIC
2042784,"mecwacare Gregory Lodge, Flemington",FLEMINGTON VIC 3031,VIC
1234890,Narrabeen Glades Care Community,WARRIEWOOD NSW 2102,NSW
2278063,Donvale Gardens,DONVALE VIC 3111,VIC
2176855,Villa Del Sole,GLENROY VIC 3046,VIC
2066311,Estia Health Benalla (Thomas St),BENALLA VIC 3672,VIC
1206958,Holmwood Aged Care,HEALESVILLE VIC 3777,VIC
1215266,BaptistCare Morven Gardens Centre,LEURA NSW 2780,NSW
1203360,Bolton Clarke Winders Lodge,BANORA POINT NSW 2486,NSW
1216256,Uniting Mullauna Blacktown,BLACKTOWN NSW 2148,NSW
1207755,Doutta Galla Queens Park Aged Care Facility,MOONEE PONDS VIC 3039,VIC
1210036,Eventide Homes (Stawell) Inc,STAWELL VIC 3380,VIC
2171196,Yura Yungi Menkawum Ngurra Elders Residence,HALLS CREEK WA 6770,WA
1236541,Arcare Maroochydore,MAROOCHYDORE QLD 4558,QLD
1192458,Jallarah Homes,MENINGIE SA 5264,SA
1210718,Mercy Place Warrnambool,WARRNAMBOOL VIC 3280,VIC
1421872,Ainslie House,SUSSEX INLET NSW 2540,NSW
1194461,Liscombe House,SAINT HELENA VIC 3088,VIC
1210032,Estia Health Epping - The Poplars,EPPING NSW 2121,NSW
1422026,Trinity Manor Greensborough,GREENSBOROUGH VIC 3088,VIC
2053868,mecwacare Wahroonga,CANADIAN VIC 3350,VIC
1204842,Baralaba Hospital Multipurpose Health Service,BARALABA QLD 4702,QLD
1211639,Uniting Wirreanda West Pennant Hills,WEST PENNANT HILLS NSW 2125,NSW
1218749,Estia Health Merrylands,GREYSTANES NSW 2145,NSW
1193934,Rosalie Nursing Care Centre,PADDINGTON QLD 4064,QLD
1210264,The Alexander Aged Care Centre,CLAYTON VIC 3168,VIC
1222495,Advantaged Care at Prestons Lodge,PRESTONS NSW 2170,NSW
1212060,Blue Care Kenmore Aged Care Facility,KENMORE HILLS QLD 4069,QLD
1235961,Bupa Mt Sheridan,WHITE ROCK QLD 4868,QLD
1193671,Arcare Parkinson,PARKINSON QLD 4115,QLD
1209407,Residential Gardens,ROOTY HILL NSW 2766,NSW
1203445,Norah Head Care Community,TOUKLEY NSW 2263,NSW
1208952,Latrobe Valley Village Hostel,NEWBOROUGH VIC 3825,VIC
2076890,St Vincent Care Services Boondall,BOONDALL QLD 4034,QLD
1199035,Mitchell Multipurpose Health Service,MITCHELL QLD 4465,QLD
1961271,Bolton Clarke Highwood Court,BURWOOD VIC 3125,VIC
1234137,Penshurst Nursing Home,PENSHURST VIC 3289,VIC
2212335,Wheller Gardens - Cooper House,CHERMSIDE QLD 4032,QLD
1200368,Fairfield Nursing Home,FAIRFIELD NSW 2165,NSW
1193367,Wongan Hills MPS,WONGAN HILLS WA 6603,WA
1210853,Carramar Aged Care,TEWANTIN QLD 4565,QLD
1233474,RFBI Basin View Masonic Village,BASIN VIEW NSW 2540,NSW
1211981,Carinity Hilltop,KELVIN GROVE QLD 4059,QLD
1236121,Moran Kellyville,KELLYVILLE NSW 2155,NSW
1199319,Estia Health Albany Creek,ALBANY CREEK QLD 4035,QLD
1235162,Graceland Manor,ELSTERNWICK VIC 3185,VIC
1920802,Glenmore Park Care Community,GLENMORE PARK NSW 2745,NSW
1195858,Bupa Maroubra,MAROUBRA NSW 2035,NSW
1738235,Walcha Multi-Purpose Service,WALCHA NSW 2354,NSW
1215372,Mercy Place Rosebud,ROSEBUD VIC 3939,VIC
1962510,Yeltana Nursing Home,WHYALLA SA 5600,SA
1236343,Arcare Reservoir,RESERVOIR VIC 3073,VIC
1210108,Rainbow Bush Nursing Hospital Hostel,RAINBOW VIC 3424,VIC
1211369,Parkview Aged Care,MOONTA SA 5558,SA
1196201,Advantaged Care at Bondi Waters,BONDI NSW 2026,NSW
1210581,Catholic Healthcare McQuoin Park,WAHROONGA NSW 2076,NSW
1199833,Johnson-Goodwin Memorial Homes,DONALD VIC 3480,VIC
1231398,Blacktown Nursing Home,BLACKTOWN NSW 2148,NSW
1235862,Bupa Ballina,BALLINA NSW 2478,NSW
1204363,Churches of Christ Little Mountain Aged Care Servi,LITTLE MOUNTAIN QLD 4551,QLD
1203166,Bracken House Dubbo,DUBBO NSW 2830,NSW
2300285,Bayswater Gardens,ABBOTSFORD NSW 2046,NSW
1233649,Jonathan Rogers GC House,NOWRA NSW 2541,NSW
1210224,Arcare Glenhaven,GLENHAVEN NSW 2156,NSW
1192653,The Whiddon Group - Casino,CASINO NSW 2470,NSW
2034422,Baptistcare Gracehaven,ROCKINGHAM WA 6168,WA
1814054,Goodwin Farrer (George Sautelle House),FARRER ACT 2607,ACT
1959017,Toongabbie Terrace Care Community,TOONGABBIE NSW 2146,NSW
1212623,Juniper Hilltop,BENTLEY WA 6102,WA
1944204,Arcare Thornlands,THORNLANDS QLD 4164,QLD
1898291,Point Cook Manor,POINT COOK VIC 3030,VIC
1196005,Arcare Point Lonsdale,POINT LONSDALE VIC 3225,VIC
1197322,Calvary The Mariner,SOUTH WEST ROCKS NSW 2431,NSW
1201981,Uniting Kamilaroi Lane Cove,LANE COVE NSW 2066,NSW
1211596,Anglicare Warrina Residential Care,CASTLE HILL NSW 2154,NSW
1210367,Wanneroo Community Nursing Home,WANNEROO WA 6065,WA
1216626,Mt Lofty Nursing Home,TOOWOOMBA QLD 4350,QLD
1230052,Emmaus,PORT MACQUARIE NSW 2444,NSW
1224552,Regis Whitfield,WHITFIELD QLD 4870,QLD
1236528,Bupa Bendigo,BENDIGO VIC 3550,VIC
1209860,AnglicareSA Elizabeth East,ELIZABETH EAST SA 5112,SA
1235522,Eldercare The Village,MAITLAND SA 5573,SA
1234479,Jimbelunga Nursing Centre,EAGLEBY QLD 4207,QLD
1209019,Craigcare Maylands,MAYLANDS WA 6051,WA
1209557,Agris Hutrof House,THIRLMERE NSW 2572,NSW
1201662,Estia Health Twin Waters,TWIN WATERS QLD 4564,QLD
1961300,Bolton Clarke Princeton View,BRIGHTON EAST VIC 3187,VIC
1206821,Pyramid Residential Care Centre,GORDONVALE QLD 4865,QLD
1210573,Churches of Christ Brig-o-doon Aged Care Service,ACACIA RIDGE QLD 4110,QLD
1209879,Maculata Place,SHEPPARTON VIC 3630,VIC
1210378,Churches of Christ Toowoomba Aged Care Service,KEARNEYS SPRING QLD 4350,QLD
1193399,The Belmont Residential Aged Care,BELMONT VIC 3216,VIC
1194250,Estia Health Nambour,NAMBOUR QLD 4560,QLD
1193989,Resthaven Bellevue Heights,BELLEVUE HEIGHTS SA 5050,SA
1194918,Regis Dandenong North,DANDENONG NORTH VIC 3175,VIC
1202163,Southern Cross Care Greystanes Residential Aged Ca,GREYSTANES NSW 2145,NSW
1211649,Trentham Hostel,TRENTHAM VIC 3458,VIC
1194223,Martin Luther Homes,THE BASIN VIC 3154,VIC
1616148,Bethanie Como,COMO WA 6152,WA
1457942,Inverloch Coast Care Community,INVERLOCH VIC 3996,VIC
1209081,William Beech Gardens - Bushmaster,CONDOBOLIN NSW 2877,NSW
1209762,Three Tree Lodge,BOWENFELS NSW 2790,NSW
1421650,Alpine Health - Barwidgee Lodge MPS,MYRTLEFORD VIC 3737,VIC
1210344,Coolum Beach Care Centre,COOLUM BEACH QLD 4573,QLD
1210405,Hillside Lodge Hostel,KORUMBURRA VIC 3950,VIC
1220560,Catholic Healthcare The Haven Residential Aged Car,WAGGA WAGGA NSW 2650,NSW
1209556,Juliana Village,MIRANDA NSW 2228,NSW
1196353,Arcare Peregian Springs,PEREGIAN SPRINGS QLD 4573,QLD
1207868,Mercy Place Rice Village,MARSHALL VIC 3216,VIC
1211915,Catholic Healthcare Bethlehem House,KOGARAH NSW 2217,NSW
1213169,The Whiddon Group - Laurieton,LAURIETON NSW 2443,NSW
1236688,Bupa Sutherland,SUTHERLAND NSW 2232,NSW
1203010,Southern Cross Care Assumption Villa Residential A,LEETON NSW 2705,NSW
1195164,Regis Como,COMO WA 6152,WA
2162797,BlueCross Ashby,TEMPLESTOWE LOWER VIC 3107,VIC
1961359,Bolton Clarke Brentwood (PKA - Brentwood Residenti,PARRAMATTA NSW 2150,NSW
2140294,Emmaus Village,PORT MACQUARIE NSW 2444,NSW
1234988,Olivet Aged Persons Home,RINGWOOD VIC 3134,VIC
1234824,Homewood Nursing Home,BEXLEY NSW 2207,NSW
1193789,Trinity Village,DUNCRAIG WA 6023,WA
2057101,Maldon Hospital - Mountview Nursing Home,MALDON VIC 3463,VIC
2121536,Bethania Parklands Care Community,BETHANIA QLD 4205,QLD
1221153,Semaphore Residential Care Centre,SEMAPHORE SA 5019,SA
2057472,Deborah Cheetham Retirement Village,OCEAN GROVE VIC 3226,VIC
1212987,Oakwood Aged Care,ENFIELD SA 5085,SA
1748525,Cooinda,LITHGOW NSW 2790,NSW
1219997,Uniting Eabrai Weston ACT,WESTON ACT 2611,ACT
1209090,Baptcare - Strathalan Community,MACLEOD VIC 3085,VIC
1202539,Moran Engadine,ENGADINE NSW 2233,NSW
1236619,Uniting Elizabeth Gates and Alroy House Singleton,SINGLETON HEIGHTS NSW 2330,NSW
1220393,Nazareth House Wynnum,WYNNUM QLD 4178,QLD
1216786,Blue Care Gympie Grevillea Gardens Aged Care Facil,GYMPIE QLD 4570,QLD
1207842,Killara Glades Care Community,KILLARA NSW 2071,NSW
1212706,Regis Kuluin,KULUIN QLD 4558,QLD
1210115,Mercy Place Wyndham,WERRIBEE VIC 3030,VIC
1209350,Jacaranda Lodge,NYAH WEST VIC 3595,VIC
1206294,Glenwood Nursing Home,GREENWICH NSW 2065,NSW
1209005,Catholic Healthcare St Catherine's Aged Care,GORMANS HILL NSW 2795,NSW
1455691,Springwood Terrace Care Community,SPRINGWOOD QLD 4127,QLD
1212850,Brightwater Madeley,MADELEY WA 6065,WA
1219377,Corryong MPS,CORRYONG VIC 3707,VIC
1234425,Estia Health Burton,BURTON SA 5110,SA
1208207,Riverview Lutheran Rest Home,LOXTON SA 5333,SA
1213134,The Laura Johnson Home,TOWNVIEW QLD 4825,QLD
1646999,Arcare Parkwood,PARKWOOD QLD 4214,QLD
1194703,Moyola Lodge Hostel,TATURA VIC 3616,VIC
1235098,Crossley House Hostel Inc,YARRAM VIC 3971,VIC
1377905,Uniting AgeWell Manor Lakes,WYNDHAM VALE VIC 3024,VIC
1208459,Benetas St Laurence Court - Eaglehawk,CALIFORNIA GULLY VIC 3556,VIC
1659819,De Paul Villa Aged Care,ASHMORE QLD 4214,QLD
1236317,Arcare Oatlands,OATLANDS NSW 2117,NSW
1918090,Raelene Boyle Retirement Village,ABERFELDIE VIC 3040,VIC
1212025,Brookfield Green,BROOKFIELD QLD 4069,QLD
1215868,St Simeon Village,ROOTY HILL NSW 2766,NSW
1228038,mecwacare Elstoft House,HAMLYN HEIGHTS VIC 3215,VIC
1202378,Calvary Narracan Gardens,NEWBOROUGH VIC 3825,VIC
1232291,St Vincent's Care Services Maroochydore,MAROOCHYDORE QLD 4558,QLD
1630204,Bexley Care Centre,BEXLEY NSW 2207,NSW
1194928,Darlingford Upper Goulburn Nursing Home,EILDON VIC 3713,VIC
1239144,Heritage Queanbeyan,QUEANBEYAN NSW 2620,NSW
1236436,Bupa Croydon,CROYDON VIC 3136,VIC
1235501,Eldercare Acacia Court,HENDON SA 5014,SA
1232573,Baptcare Amberlea Community,DROUIN VIC 3818,VIC
1197730,Regis Nedlands,NEDLANDS WA 6009,WA
1193028,Estia Health Taree,TAREE NSW 2430,NSW
1212615,Calvary St Martin de Porres Retirement Community,WARATAH NSW 2298,NSW
1208381,The Village by Scalabrini,DRUMMOYNE NSW 2047,NSW
1236411,Restvale Hostel,LOBETHAL SA 5241,SA
1204314,Mercy Place Nixon,MORDIALLOC VIC 3195,VIC
1224696,Carinity Kepnock Grove,BUNDABERG QLD 4670,QLD
1195971,Bupa Templestowe,TEMPLESTOWE VIC 3106,VIC
1234850,Scalabrini Village Nursing Home (Austral),AUSTRAL NSW 2179,NSW
